Nro. Docto;Item;Desc Item;Un Medida;Família Material;Descrição;Família Comercial;Descrição;Estab;Dep;Loc;Quantidade;Lote/Serie;Validade do Lote;Data Ult. Transf.;Usuario;Item Controle Qualidade;Hora do Movimento
TRANSF;96052207;MICRO-ONDAS PMO28S 220V;PC;50000;MICROONDAS;950281;MICRO-ONDAS PMO28S;31;EXP;A2-0336D;16;;?;17/01/2024;rafael.franc;Não;10:09:41
TRANSF;96052207;MICRO-ONDAS PMO28S 220V;PC;50000;MICROONDAS;950281;MICRO-ONDAS PMO28S;31;EXP;A2-0337B;16;;?;17/01/2024;rafael.franc;Não;10:09:41
;96052207;MICRO-ONDAS PMO28S 220V;PC;50000;MICROONDAS;950281;MICRO-ONDAS PMO28S;31;REJ;A2-0228A;1;;?;17/01/2024;rafael.franc;Não;10:52:59
244841;96052207;MICRO-ONDAS PMO28S 220V;PC;50000;MICROONDAS;950281;MICRO-ONDAS PMO28S;31;TR2;;926;;?;29/02/2024;tarefa.auto;Não;00:52:50
673;96052207;MICRO-ONDAS PMO28S 220V;PC;50000;MICROONDAS;950281;MICRO-ONDAS PMO28S;31;ESF;;3443;;?;29/02/2024;oriane.dias;Não;09:47:38
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0489E;25;;?;16/02/2024;endrews.fons;Não;04:59:42
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0488C;25;;?;16/02/2024;endrews.fons;Não;04:59:42
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0488D;25;;?;16/02/2024;endrews.fons;Não;04:59:42
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0488E;25;;?;16/02/2024;endrews.fons;Não;04:59:42
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0487C;25;;?;16/02/2024;endrews.fons;Não;04:59:42
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0487D;25;;?;16/02/2024;endrews.fons;Não;04:59:42
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0487E;25;;?;16/02/2024;endrews.fons;Não;04:59:42
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0486C;25;;?;16/02/2024;endrews.fons;Não;04:59:42
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0485E;25;;?;16/02/2024;endrews.fons;Não;04:59:42
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0479D;25;;?;16/02/2024;endrews.fons;Não;04:59:42
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0478B;25;;?;16/02/2024;endrews.fons;Não;04:59:43
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0478C;25;;?;16/02/2024;endrews.fons;Não;04:59:43
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0478D;25;;?;16/02/2024;endrews.fons;Não;04:59:43
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0477B;25;;?;16/02/2024;endrews.fons;Não;04:59:43
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0477C;25;;?;16/02/2024;endrews.fons;Não;04:59:43
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0477D;25;;?;16/02/2024;endrews.fons;Não;04:59:43
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0477E;25;;?;16/02/2024;endrews.fons;Não;04:59:43
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0434C;25;;?;16/02/2024;endrews.fons;Não;04:59:43
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0434D;25;;?;16/02/2024;endrews.fons;Não;04:59:43
TRANSF;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;EXP;A2-0434E;25;;?;16/02/2024;endrews.fons;Não;04:59:43
652;96052218;MICRO-ONDAS PME25 220V;PC;50000;MICROONDAS;950294;PME25;31;ESF;;10;;?;29/02/2024;oriane.dias;Não;10:49:33
64076;96052219;MICRO-ONDAS PM26 220V;PC;50000;MICROONDAS;950298;PM26;31;TR2;;4088;;?;27/02/2024;evandro.soar;Não;11:16:19
AJU_EX3/DEY;96652003;AR COND PH9000FM - Unid Int;PC;68000;AR COND SPLIT FRIO;951043;PH9000FM Unid. Int.;31;DEY;;1;;?;07/02/2024;evandro.soar;Não;13:51:44
AJU_QL2/DEY;96652008;AR COND PH18000FM 220V UNID INT;PC;68000;AR COND SPLIT FRIO;951053;AR COND PH18000FM unid. Int.;31;DEY;;1;;?;07/02/2024;evandro.soar;Não;15:04:21
1885278;96652010;AR COND PH24000FM 220V unid. Int.;PC;68000;AR COND SPLIT FRIO;951055;AR CON PH24000FM unid. Int.;31;QL2;;3;;?;19/07/2022;samuel.rosar;Não;08:38:16
1088;96652014;AR COND PH24000FM 220V Unid Ext;PC;68000;AR COND SPLIT FRIO;951059;PH24000FM EXT;31;QL2;;4;;?;01/05/2023;kalarrany.ba;Não;18:10:41
AJU_QL2/DEY;96652025;AR COND PH9000QFM2 220V unid. Int;PC;68001;AR COND SPLIT QUENTE E FRIO;951070;AR COND PH9000QFM2 220V unid.;31;DEY;;1;;?;07/02/2024;evandro.soar;Não;13:53:57
AJU_QL2/DEY;96652026;AR COND PH12000FM2 220V unid. Int;PC;68000;AR COND SPLIT FRIO;951071;AR COND PH12000FM2 220V unid.;31;DEY;;1;;?;07/02/2024;evandro.soar;Não;15:05:50
339;96652036;AR COND PH9000FM3 220V unid. Int;PC;68000;AR COND SPLIT FRIO;951085;PH9000FM3 INT;31;QL2;;1;;?;01/11/2023;alana.santos;Não;16:02:43
INV 15/05/2023;96652037;AR COND PH9000QFM3 220V unid. Int;PC;68001;AR COND SPLIT QUENTE E FRIO;951086;PH9000QFM3 INT;31;QL2;;2;;?;16/05/2023;diermes.bati;Não;10:31:20
AJU_QL2/DEY;96652039;AR COND PH12000QFM3 220V unid. Int;PC;68001;AR COND SPLIT QUENTE E FRIO;951088;AR COND PH12000QFM3 220V unid.;31;DEY;;1;;?;07/02/2024;evandro.soar;Não;15:07:21
AJU_QL2/DEY;96652040;AR COND PH9000FM3 220V UNID. EXT;PC;68000;AR COND SPLIT FRIO;951089;AR COND PH9000FM3 220V unid. E;31;DEY;;1;;?;07/02/2024;evandro.soar;Não;13:55:20
AJU_QL2/DEY;96652040;AR COND PH9000FM3 220V UNID. EXT;PC;68000;AR COND SPLIT FRIO;951089;AR COND PH9000FM3 220V unid. E;31;QL2;;1;;?;07/02/2024;evandro.soar;Não;13:55:20
1885058;96652041;AR COND PH9000QFM3 220V unid. Ext;PC;68001;AR COND SPLIT QUENTE E FRIO;951090;PH9000QFM3 EXT;31;QL2;;2;;?;19/07/2022;samuel.rosar;Não;07:38:16
1833423;96652050;AR COND PH24000FM4 220V unid. Int.;PC;68000;AR COND SPLIT FRIO;951099;AR COND PH24000FM4 220V unid.;31;ql2;;1;;?;01/06/2022;jayne.bezerr;Não;05:57:59
1885286;96652052;AR COND PH18000FM4 220V unid. Ext.;PC;68000;AR COND SPLIT FRIO;951101;AR COND PH18000FM4 220V unid.;31;QL2;;1;;?;19/07/2022;samuel.rosar;Não;08:38:16
1885759;96652054;AR COND PH24000FM4 220V unid. Ext.;PC;68000;AR COND SPLIT FRIO;951103;AR COND PH24000FM4 220V unid.;31;QL2;;1;;?;19/07/2022;samuel.rosar;Não;10:08:26
1114;96652064;AR COND PH9000FM4 220V unid Int.;PC;68000;AR COND SPLIT FRIO;951113;AR COND Ph9000FM4 220V;31;ql2;;1;;?;14/05/2023;kalarrany.ba;Não;13:44:50
1115;96652068;AR COND PH9000FM4 220V unid. Ext..;PC;68000;AR COND SPLIT FRIO;951117;AR COND Ph9000FM4 220V unid. E;31;ql2;;1;;?;14/05/2023;kalarrany.ba;Não;13:44:50
AJU_QL2/DEY;96652097;AR COND PH12000FM5 220V unid Int;PC;68000;AR COND SPLIT FRIO;951145;PH12000FM5 INT;31;dey;;4;;?;07/02/2024;evandro.soar;Não;15:19:29
AJU_QL2/DEY;96652097;AR COND PH12000FM5 220V unid Int;PC;68000;AR COND SPLIT FRIO;951145;PH12000FM5 INT;31;QL2;;2;;?;07/02/2024;evandro.soar;Não;15:19:29
254;96652098;AR COND PH12000QFM5 220V unid Int;PC;68001;AR COND SPLIT QUENTE E FRIO;951146;PH12000QFM5 INT;31;QL2;;3;;?;19/04/2023;kalarrany.ba;Não;14:27:12
1117;96652099;AR COND PH12000FM5 220V unid Ext;PC;68000;AR COND SPLIT FRIO;951147;AR COND PH12000FM5 220V unid E;31;QL2;;2;;?;08/10/2023;alana.santos;Não;11:00:37
AJU_QL2/DEY;96652100;AR COND PH12000QFM5 220V unid Ext;PC;68001;AR COND SPLIT QUENTE E FRIO;951148;PH12000QFM5 EXT;31;dey;;6;;?;07/02/2024;evandro.soar;Não;15:20:43
AJU_QL2/DEY;96652100;AR COND PH12000QFM5 220V unid Ext;PC;68001;AR COND SPLIT QUENTE E FRIO;951148;PH12000QFM5 EXT;31;QL2;;3;;?;07/02/2024;evandro.soar;Não;15:20:43
QL2/EX2;96652105;AR COND PAC60000PQFM5 TF 380V EXT;PC;99200;AR COND PISO TETO QUENTE FRIO;951155;PAC60000PQFM5 TF;31;EX2;;2;;?;19/12/2023;rodrigo.teix;Não;09:09:22
ATEND. AT2;96652105;AR COND PAC60000PQFM5 TF 380V EXT;PC;99200;AR COND PISO TETO QUENTE FRIO;951155;PAC60000PQFM5 TF;31;AT2;;1;;?;19/08/2022;junior.joao;Não;16:16:56
;96652105;AR COND PAC60000PQFM5 TF 380V EXT;PC;99200;AR COND PISO TETO QUENTE FRIO;951155;PAC60000PQFM5 TF;31;REJ;A2-0242B;2;;?;18/05/2023;endrews.fons;Não;21:57:31
C/LAUDO;96652105;AR COND PAC60000PQFM5 TF 380V EXT;PC;99200;AR COND PISO TETO QUENTE FRIO;951155;PAC60000PQFM5 TF;31;REJ;A2-0246B;1;;?;30/08/2023;jackson.nasc;Não;07:57:47
255;96652112;AR COND PH12000IQFM 220V Unit Int;PC;68006;AR COND SPLIT QUENTE E FRIO IN;951170;PH12000IQFM INT;31;ql2;;1;;?;19/04/2023;kalarrany.ba;Não;14:27:13
AJU_QL2/DEY;96652113;AR COND PH9000IFM 220V Unid Ext;PC;68005;AR COND SPLIT FRIO IN;951171;AR COND PH9000IFM 220V Unit Ex;31;DEY;;1;;?;07/02/2024;evandro.soar;Não;13:56:29
AJU_QL2/DEY;96652114;AR COND PH9000IQFM 220V Unid Ext;PC;68006;AR COND SPLIT QUENTE E FRIO IN;951172;AR COND PH9000IQFM 220V Unit E;31;DEY;;4;;?;07/02/2024;evandro.soar;Não;13:57:56
1885297;96652116;AR COND PH12000IQFM 220V Unit Ext;PC;68006;AR COND SPLIT QUENTE E FRIO IN;951174;AR COND PH12000IQFM 220V Unit;31;QL2;;1;;?;19/07/2022;samuel.rosar;Não;08:38:17
AJU_QL2/DEY;96652175;AR COND PH12000IFM5 220V Unid Int;PC;68005;AR COND SPLIT FRIO IN;906368;AR COND PH12000IFM5 220V Unit;31;DEY;;1;;?;07/02/2024;evandro.soar;Não;15:26:20
AJU_EX3/DEY;96652196;AR COND PH9000QFM5 220V Unid Int;PC;68001;AR COND SPLIT QUENTE E FRIO;906389;PH9000FM5 INT;31;QL2;;11;;?;07/02/2024;evandro.soar;Não;14:00:43
AJU_QL2/DEY;96652197;AR COND PH9000QFM5 220V Unit Ext;PC;68001;AR COND SPLIT QUENTE E FRIO;906390;PH9000QFM5 EXT;31;DEY;;7;;?;07/02/2024;evandro.soar;Não;14:03:52
AJU_QL2/DEY;96652197;AR COND PH9000QFM5 220V Unit Ext;PC;68001;AR COND SPLIT QUENTE E FRIO;906390;PH9000QFM5 EXT;31;QL2;;11;;?;07/02/2024;evandro.soar;Não;14:01:45
INV 02/05/2023;96652205;AR COND PH18000FM5 220V Unid Int;PC;68000;AR COND SPLIT FRIO;906398;AR COND PH18000FM5 220V Int;31;ql2;;1;;?;03/05/2023;juan.paula;Não;16:12:07
1035;96652206;AR COND PH18000FM5 220V Unid Ext;PC;68000;AR COND SPLIT FRIO;906399;AR COND PH18000FM5 220V Ext;31;QL2;;2;;?;02/05/2023;kalarrany.ba;Não;10:28:18
INV 02/05/2023;96652208;AR COND PH18000QFM5 220V Unid Int;PC;68001;AR COND SPLIT QUENTE E FRIO;906401;PH18000QFM5 INT;31;ql2;;1;;?;03/05/2023;juan.paula;Não;16:18:44
543;96652209;AR COND PH18000QFM5 220V Unid Ext;PC;68001;AR COND SPLIT QUENTE E FRIO;906402;AR COND PH18000QFM5 220V Ext;31;QL2;;9;;?;05/10/2023;lorenzo.assi;Não;13:26:34
890;96652214;AR COND PH24000QFM5 220V Unid Int;PC;68001;AR COND SPLIT QUENTE E FRIO;906407;PH24000QFM5 INT;31;QL2;;1;;?;14/09/2022;alana.santos;Não;09:33:39
0;96652217;AR COND PH30000FM5 220V Unid Int;PC;68000;AR COND SPLIT FRIO;906410;AR COND PH30000FM5 220V Int;31;QL2;;1;;?;27/09/2022;michele.frei;Não;13:02:32
1097;96652221;AR COND PH30000QFM5 220V Unid Ext;PC;68001;AR COND SPLIT QUENTE E FRIO;906414;AR COND PH30000QFM5 220V Ext;31;QL2;;1;;?;07/05/2023;kalarrany.ba;Não;13:23:49
36616193;96652223;AR COND PH9000TFM5 220V Unid Int.;PC;68000;AR COND SPLIT FRIO;906416;PH9000TFM5;31;DAT;;3;;?;26/02/2024;isabela.heni;Não;21:28:21
AJU_EX2/DEY;96652223;AR COND PH9000TFM5 220V Unid Int.;PC;68000;AR COND SPLIT FRIO;906416;PH9000TFM5;31;DEY;;1;;?;07/02/2024;evandro.soar;Não;14:05:39
36616193;96652224;AR COND PH9000TFM5 220V Unid Ext;pc;68000;AR COND SPLIT FRIO;906416;PH9000TFM5;31;DAT;;3;;?;26/02/2024;isabela.heni;Não;21:28:21
AJU_QL2/DEY;96652227;AR COND PH9000TQFM5 220V Unit Ext;pc;68001;AR COND SPLIT QUENTE E FRIO;906454;PH9000TQFM5 CONJ;31;DEY;;2;;?;07/02/2024;evandro.soar;Não;14:07:01
AJU_QL2/DEY;96652230;AR COND PH12000TFM5 220V Unid Ext;PC;68000;AR COND SPLIT FRIO;906455;PH12000TFM5 EXT;31;DEY;;2;;?;07/02/2024;evandro.soar;Não;15:27:20
AJU_QLD/DEY;96652232;AR COND PH12000TQFM5 220V Unid Int;pc;68001;AR COND SPLIT QUENTE E FRIO;906456;PH12000TQFM5 EXT;31;DEY;;2;;?;07/02/2024;evandro.soar;Não;15:28:43
374;96652238;AR COND BR12000FM5 220V INT;PC;68000;AR COND SPLIT FRIO;906458;AR COND BR12000FM5 220V INT;31;QL2;;2;;?;18/04/2023;kalarrany.ba;Não;17:46:44
MRSU-414993-5;96652289;AR COND PAC30000FM6 220V INT;PC;68000;AR COND SPLIT FRIO;71293;AR COND PAC30000FM6 220V UINT;31;EXP;A2-DOCA-01;1;;?;01/03/2024;endrews.fons;Não;06:42:00
2263428;96652290;AR COND PAC30000FM6 220V EXT;PC;68000;AR COND SPLIT FRIO;71294;AR COND PH30000FM6 220V Unid E;31;EX3;;1;;?;30/08/2023;fabio.carval;Não;13:47:58
AJU_QL2/EX2;96652292;AR COND PAC30000QFM6 220 INT;PC;68001;AR COND SPLIT QUENTE E FRIO;71296;AR COND PAC30000QFM6 220 INT;31;QL2;;1;;?;25/01/2024;evandro.soar;Não;16:02:25
SALVADOS;96652292;AR COND PAC30000QFM6 220 INT;PC;68001;AR COND SPLIT QUENTE E FRIO;71296;AR COND PAC30000QFM6 220 INT;31;VCL;A2-0238A;3;;?;04/09/2023;liniker;Não;12:48:29
2365283;96652296;AR COND PAC24000FM6 220V EXT;PC;68000;AR COND SPLIT FRIO;71300;PAC24000FM6;31;QL2;;1;;?;26/12/2023;alex.novak;Não;06:15:28
1088;96652298;AR COND PAC24000QFM6 220V INT;PC;68001;AR COND SPLIT QUENTE E FRIO;71302;AR COND PAC24000QFM6 220V INT;31;QL2;;5;;?;05/11/2023;lorenzo.assi;Não;10:25:31
1885317;96652299;AR COND PAC24000QFM6 220V EXT;PC;68001;AR COND SPLIT QUENTE E FRIO;71303;AR COND PAC24000QFM6 220V Uni;31;QL2;;2;;?;19/07/2022;samuel.rosar;Não;08:48:18
2425546;96652301;AR COND PAC18000FM6 220V INT;PC;68000;AR COND SPLIT FRIO;71305;AR COND PAC18000FM6 220V INT;31;EX2;;12;;?;23/02/2024;natafni.silv;Não;17:37:48
2367965;96652301;AR COND PAC18000FM6 220V INT;PC;68000;AR COND SPLIT FRIO;71305;AR COND PAC18000FM6 220V INT;31;EX3;;1;;?;28/12/2023;harley.arrud;Não;01:15:21
SEGREGADO;96652301;AR COND PAC18000FM6 220V INT;PC;68000;AR COND SPLIT FRIO;71305;AR COND PAC18000FM6 220V INT;31;LC2;;25;;?;29/05/2023;romario.sant;Não;17:10:21
2425547;96652302;AR COND PAC18000FM6 220V EXT;PC;68000;AR COND SPLIT FRIO;71306;AR COND PAC18000FM6 220V EXT;31;EX2;;13;;?;23/02/2024;natafni.silv;Não;17:47:51
2367930;96652302;AR COND PAC18000FM6 220V EXT;PC;68000;AR COND SPLIT FRIO;71306;AR COND PAC18000FM6 220V EXT;31;EX3;;1;;?;27/12/2023;harley.arrud;Não;23:45:39
SEGREGADO;96652302;AR COND PAC18000FM6 220V EXT;PC;68000;AR COND SPLIT FRIO;71306;AR COND PAC18000FM6 220V EXT;31;LC2;;25;;?;29/05/2023;romario.sant;Não;17:10:33
1057;96652304;AR COND PAC18000QFM6 220V INT;PC;68001;AR COND SPLIT QUENTE E FRIO;71308;AR COND PAC18000QFM6 220V INT;31;QL2;;5;;?;02/05/2023;kalarrany.ba;Não;10:28:19
SALVADOS;96652304;AR COND PAC18000QFM6 220V INT;PC;68001;AR COND SPLIT QUENTE E FRIO;71308;AR COND PAC18000QFM6 220V INT;31;VCL;A2-0238A;1;;?;04/09/2023;liniker;Não;12:50:54
SALVADOS;96652332;AR COND PAC36000PFM5 220V EXT;PC;68004;AR COND PISO TETO FRIO;71336;PAC36000PFM5;31;VCL;A2-0279B;1;;?;23/05/2023;rafael.franc;Não;10:45:46
2367998;96652335;AR COND PAC36000PQFM5 220V EXT;PC;99200;AR COND PISO TETO QUENTE FRIO;71339;PAC36000PQFM5;31;EX3;;1;;?;28/12/2023;harley.arrud;Não;01:55:24
AJU_QL2/EX3;96652337;AR COND PAC60000PFM5 220V INT;PC;68004;AR COND PISO TETO FRIO;71341;PAC60000PFM5;31;EX3;;1;;?;25/01/2024;evandro.soar;Não;16:13:23
638162;96652337;AR COND PAC60000PFM5 220V INT;PC;68004;AR COND PISO TETO FRIO;71341;PAC60000PFM5;31;DAT;;1;;?;20/03/2023;isabela.heni;Não;15:40:22
AJU_QL2/EX3;96652337;AR COND PAC60000PFM5 220V INT;PC;68004;AR COND PISO TETO FRIO;71341;PAC60000PFM5;31;ql2;;1;;?;25/01/2024;evandro.soar;Não;16:13:23
638162;96652338;AR COND PAC60000PFM5  220V EXT;PC;68004;AR COND PISO TETO FRIO;71342;PAC60000PFM5;31;DAT;;1;;?;20/03/2023;isabela.heni;Não;15:40:22
QL2/EX3;96652338;AR COND PAC60000PFM5  220V EXT;PC;68004;AR COND PISO TETO FRIO;71342;PAC60000PFM5;31;EX3;;1;;?;19/12/2023;rodrigo.teix;Não;09:05:16
QL2/EX3;96652338;AR COND PAC60000PFM5  220V EXT;PC;68004;AR COND PISO TETO FRIO;71342;PAC60000PFM5;31;ql2;;6;;?;19/12/2023;rodrigo.teix;Não;09:05:16
INV 08/05/2023;96652340;AR COND PAC60000PQFM5 220V INT;PC;99200;AR COND PISO TETO QUENTE FRIO;71344;PAC60000PQFM5;31;EX2;;1;;?;09/05/2023;juan.paula;Não;14:51:44
INV 08/05/2023;96652340;AR COND PAC60000PQFM5 220V INT;PC;99200;AR COND PISO TETO QUENTE FRIO;71344;PAC60000PQFM5;31;EX3;;1;;?;09/05/2023;juan.paula;Não;14:51:52
429935;96652340;AR COND PAC60000PQFM5 220V INT;PC;99200;AR COND PISO TETO QUENTE FRIO;71344;PAC60000PQFM5;31;dat;;1;;?;01/09/2023;thayane.eric;Não;10:53:17
INV 08/05/2023;96652341;AR COND PAC60000PQFM5 TF 220V EXT;PC;99200;AR COND PISO TETO QUENTE FRIO;71345;PAC60000PQFM5 TF;31;EX2;;1;;?;09/05/2023;juan.paula;Não;14:52:31
INV 08/05/2023;96652341;AR COND PAC60000PQFM5 TF 220V EXT;PC;99200;AR COND PISO TETO QUENTE FRIO;71345;PAC60000PQFM5 TF;31;EX3;;1;;?;09/05/2023;juan.paula;Não;14:52:37
429935;96652341;AR COND PAC60000PQFM5 TF 220V EXT;PC;99200;AR COND PISO TETO QUENTE FRIO;71345;PAC60000PQFM5 TF;31;dat;;1;;?;01/09/2023;thayane.eric;Não;10:53:17
1108;96652355;AR COND BAC9000TFM5 220V INT;PC;68000;AR COND SPLIT FRIO;71458;AR COND BAC9000TFM5 220V INT;31;QL2;;1;;?;14/05/2023;kalarrany.ba;Não;13:44:50
AJU_QL2/EX2;96652361;AR COND BAC12000TFM5 220V INT;PC;68000;AR COND SPLIT FRIO;71464;AR COND BAC12000TFM5 220V INT;31;QL2;;2;;?;25/01/2024;evandro.soar;Não;16:19:56
AJU_QL2/DEY;96652373;AR COND PAC9000IFM4 220V INT;PC;68005;AR COND SPLIT FRIO IN;71583;AR COND PAC9000IFM4 220V INT;31;DEY;;7;;?;07/02/2024;evandro.soar;Não;14:24:50
AJU_QL2/DEY;96652373;AR COND PAC9000IFM4 220V INT;PC;68005;AR COND SPLIT FRIO IN;71583;AR COND PAC9000IFM4 220V INT;31;QL2;;1;;?;07/02/2024;evandro.soar;Não;14:24:50
214187;96652374;AR COND PAC9000IFM4 220V EXT;PC;68005;AR COND SPLIT FRIO IN;71584;AR COND PAC9000IFM4;31;QL2;;1;;?;14/10/2022;super;Não;13:39:14
AJU_QL2/DEY;96652377;AR COND PAC9000IQFM4 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;71587;AR COND PAC9000IQFM4;31;DEY;;5;;?;07/02/2024;evandro.soar;Não;14:25:52
INV 18/04/2023;96652379;AR COND PAC12000IFM4 220V INT;PC;68005;AR COND SPLIT FRIO IN;71589;AR COND PAC12000IFM4;31;QL2;;2;;?;19/04/2023;ademir.vieir;Não;08:33:18
INV 18/04/2023;96652380;AR COND PAC12000IFM4 220V EXT;PC;68005;AR COND SPLIT FRIO IN;71590;AR COND PAC12000IFM4;31;QL2;;4;;?;19/04/2023;ademir.vieir;Não;14:58:49
1885331;96652382;AR COND PAC12000IQFM4 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;71592;PAC12000IQFM4  INT;31;QL2;;1;;?;19/07/2022;samuel.rosar;Não;08:48:19
1885332;96652386;AR COND PAC18000IFM4 220V EXT;PC;68005;AR COND SPLIT FRIO IN;71598;AR COND PAC18000IFM4;31;QL2;;1;;?;19/07/2022;samuel.rosar;Não;08:48:19
1043;96652389;AR COND PAC18000IQFM4 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;71601;AR COND PAC18000IQFM4;31;QL2;;3;;?;02/05/2023;kalarrany.ba;Não;10:28:19
1068;96652392;AR COND PAC24000IFM4 220V EXT;PC;68005;AR COND SPLIT FRIO IN;71604;AR COND PAC24000IFM4 220V EXT;31;QL2;;2;;?;05/11/2023;lorenzo.assi;Não;10:25:16
222333;96652394;AR COND PAC24000IQFM4 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;71606;PAC24000IQFM4  INT;31;QL2;;1;;?;13/06/2023;daniela.borb;Não;10:37:59
222333;96652395;AR COND PAC24000IQFM4 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;71607;AR COND PAC24000IQFM4 220V EX;31;QL2;;2;;?;13/06/2023;daniela.borb;Não;10:37:59
333;96652398;AR COND PAC9000IFM8 220V INT;PC;68005;AR COND SPLIT FRIO IN;71913;PAC9000IFM8;31;QL2;;7;;?;01/11/2023;alana.santos;Não;16:02:39
AJU_QL2/DEY;96652399;AR COND PAC9000IFM8 220V EXT;PC;68005;AR COND SPLIT FRIO IN;71914;PAC9000IFM8;31;QL2;;7;;?;07/02/2024;evandro.soar;Não;14:27:04
AJU_QL2/DEY;96652399;AR COND PAC9000IFM8 220V EXT;PC;68005;AR COND SPLIT FRIO IN;71914;PAC9000IFM8;31;DEY;;1;;?;07/02/2024;evandro.soar;Não;14:27:03
592;96652401;AR COND PAC9000IQFM8 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;71916;AR COND PAC9000IQFM8;31;QL2;;1;;?;15/05/2023;kalarrany.ba;Não;16:21:02
AJU_QL2/DEY;96652402;AR COND PAC9000IQFM8 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;71917;AR COND PAC9000IQFM8;31;QL2;;1;;?;07/02/2024;evandro.soar;Não;14:28:22
AJU_QL2/DEY;96652402;AR COND PAC9000IQFM8 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;71917;AR COND PAC9000IQFM8;31;DEY;;2;;?;07/02/2024;evandro.soar;Não;14:28:22
SALVADOS;96652402;AR COND PAC9000IQFM8 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;71917;AR COND PAC9000IQFM8;31;VCL;A2-0241B;2;;?;06/02/2024;liniker;Não;11:31:26
SALVADOS;96652408;AR COND PAC12000IQFM8 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;71923;AR COND PAC12000IQFM8;31;VCL;A2-0243B;6;;?;08/02/2024;liniker;Não;11:56:00
552;96652410;AR COND PAC18000IFM8 220V INT;PC;68005;AR COND SPLIT FRIO IN;71925;AR COND PAC18000IFM8;31;QL2;;2;;?;05/10/2023;lorenzo.assi;Não;13:26:36
1048;96652411;AR COND PAC18000IFM8 220V EXT;PC;68005;AR COND SPLIT FRIO IN;71929;AR COND PAC18000IFM8;31;ql2;;1;;?;02/05/2023;kalarrany.ba;Não;10:28:19
INV 05/11/2023;96652419;AR COND PAC 24000IQFM8 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;71937;AR COND PAC24000IQFM8;31;ql2;;2;;?;06/11/2023;juan.paula;Não;08:45:30
AJU_QL2/EX2;96652445;AR COND PAC9000TQFM9 220V INT;PC;68001;AR COND SPLIT QUENTE E FRIO;72011;PAC9000TQFM9;31;EX2;;5;;?;25/01/2024;evandro.soar;Não;16:36:38
2388673;96652445;AR COND PAC9000TQFM9 220V INT;PC;68001;AR COND SPLIT QUENTE E FRIO;72011;PAC9000TQFM9;31;QLD;;1;;?;24/01/2024;alex.novak;Não;05:58:35
