Nro. Docto;Item;Desc Item;Un Medida;Família Material;Descrição;Família Comercial;Descrição;Estab;Dep;Loc;Quantidade;Lote/Serie;Validade do Lote;Data Ult. Transf.;Usuario;Item Controle Qualidade;Hora do Movimento
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0214B;6;;?;29/02/2024;cristyano.li;Não;23:07:22
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0215B;8;;?;29/02/2024;cristyano.li;Não;23:07:45
C/LAUDO;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;DCL;A2-0291D;8;;?;10/01/2024;adriano.brit;Não;20:42:43
C/LAUDO;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;DCL;A2-0291C;7;;?;10/01/2024;adriano.brit;Não;20:43:11
244877;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;TR2;;50;;?;29/02/2024;tarefa.auto;Não;00:59:46
Quarentena;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;CQ;AFC-REP;2;;?;06/02/2024;luan.mota;Não;13:58:40
601;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EST;;174;;?;29/02/2024;oriane.dias;Não;09:47:04
NEXT #132;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;VCL;;1;;?;26/02/2024;martins.dieg;Não;13:32:50
2430789;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;qld;;7;;?;29/02/2024;ana.amaral;Não;06:48:41
2430789;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EX3;;1;;?;29/02/2024;ana.amaral;Não;06:48:41
7860;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;ESF;;130;;?;29/02/2024;tarefa.auto;Não;01:06:29
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0284A;8;;?;29/02/2024;cristyano.li;Não;23:08:04
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0707B;8;;?;01/03/2024;cristyano.li;Não;18:25:04
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0707C;8;;?;01/03/2024;cristyano.li;Não;18:26:10
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0707D;8;;?;01/03/2024;cristyano.li;Não;18:27:50
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0708B;8;;?;01/03/2024;cristyano.li;Não;18:28:21
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0708C;8;;?;01/03/2024;cristyano.li;Não;18:28:36
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0708D;8;;?;01/03/2024;cristyano.li;Não;18:28:50
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0709B;8;;?;01/03/2024;cristyano.li;Não;18:29:32
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0709C;8;;?;01/03/2024;cristyano.li;Não;18:29:49
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0710B;4;;?;01/03/2024;cristyano.li;Não;18:30:30
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0710C;8;;?;01/03/2024;cristyano.li;Não;18:31:02
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0710D;8;;?;01/03/2024;cristyano.li;Não;18:39:11
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0711B;8;;?;01/03/2024;cristyano.li;Não;18:39:35
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;exp;A2-0711C;8;;?;01/03/2024;cristyano.li;Não;22:59:05
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0711D;8;;?;01/03/2024;cristyano.li;Não;22:59:26
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0711E;8;;?;01/03/2024;cristyano.li;Não;22:59:43
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0712B;8;;?;01/03/2024;cristyano.li;Não;23:00:08
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-0712C;8;;?;01/03/2024;cristyano.li;Não;23:00:25
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-1502A;4;;?;02/03/2024;cristyano.li;Não;22:36:38
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-SOLO-03;1;;?;02/03/2024;patrick.corr;Não;23:02:33
;96662387;AR COND PAC18000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75957;AR COND PAC18000IFM15 220V;31;EXP;A2-1616A;4;;?;02/03/2024;cristyano.li;Não;23:07:29
AVP;96662389;AR COND PAC18000IQFM15 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75959;AR COND PAC18000IQFM15 220V;31;EXP;A2-SOLO-01;119;;?;22/02/2024;rafael.franc;Não;15:11:37
64200;96662389;AR COND PAC18000IQFM15 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75959;AR COND PAC18000IQFM15 220V;31;QLD;;2;;?;14/02/2024;evandro.soar;Não;08:01:41
64189;96662389;AR COND PAC18000IQFM15 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75959;AR COND PAC18000IQFM15 220V;31;NC3;;6;;?;17/02/2024;salvador.jaq;Não;09:14:50
AVP;96662389;AR COND PAC18000IQFM15 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75959;AR COND PAC18000IQFM15 220V;31;REJ;A2-DOCA-03;1;;?;22/02/2024;rafael.franc;Não;15:11:37
CAAU 539949-0;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-02-PISO;1;;?;16/02/2024;francisco.da;Não;13:30:42
;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-0418B;8;;?;10/02/2024;endrews.fons;Não;05:39:21
;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-0419B;8;;?;19/02/2024;liniker;Não;13:03:07
;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-0419C;8;;?;19/02/2024;liniker;Não;13:03:32
;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-0419D;8;;?;19/02/2024;liniker;Não;13:03:56
;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-0420B;8;;?;19/02/2024;liniker;Não;13:04:18
;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-0420C;8;;?;19/02/2024;liniker;Não;13:04:45
;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-0426D;8;;?;19/02/2024;liniker;Não;13:09:15
;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-0426E;8;;?;19/02/2024;liniker;Não;13:09:43
;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-0427E;8;;?;19/02/2024;liniker;Não;13:06:21
;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-0440C;8;;?;19/02/2024;liniker;Não;13:06:50
;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-0440D;8;;?;19/02/2024;liniker;Não;13:07:10
;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-0440E;8;;?;19/02/2024;liniker;Não;13:07:34
;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-0351A;1;;?;19/02/2024;liniker;Não;14:32:50
64200;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;QLD;;2;;?;14/02/2024;evandro.soar;Não;08:01:41
75231;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-0117D;1;;?;22/02/2024;tarefa.auto;Não;18:11:13
64189;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;NC3;;6;;?;17/02/2024;salvador.jaq;Não;09:14:50
AVP;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;REJ;A2-DOCA-03;1;;?;19/02/2024;liniker;Não;14:33:29
RETRABALHO;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;SEM;PISO- PIN;15;;?;28/02/2024;shandly.cast;Não;13:38:48
;96662390;AR COND PAC18000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75960;AR COND PAC18000IQFM15 220V E;31;EXP;A2-0658A;5;;?;02/03/2024;endrews.fons;Não;05:55:09
VV TB 2249;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;exp;tr00009;128;;?;07/02/2024;gabriel.san;Não;03:18:46
AVP;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;EXP;A2-SOLO-08;5;;?;22/02/2024;rafael.franc;Não;15:11:14
244884;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;TR2;;52;;?;29/02/2024;tarefa.auto;Não;01:03:21
8064;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;ESF;;392;;?;29/02/2024;tarefa.auto;Não;02:24:57
ESExESN;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;ESE;;5;;?;01/03/2024;oriane.dias;Não;14:00:22
;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;EXP;A2-0323C;15;;?;02/03/2024;endrews.fons;Não;06:34:28
;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;EXP;A2-0323D;15;;?;02/03/2024;endrews.fons;Não;06:35:05
;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;EXP;A2-SOLO-01;2;;?;10/02/2024;rafael.franc;Não;10:59:20
;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;EXP;A2-1813B;15;;?;02/03/2024;endrews.fons;Não;06:32:37
;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;EXP;A2-1813C;15;;?;02/03/2024;endrews.fons;Não;06:33:46
75332;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;EXP;A2-1813D;1;;?;29/02/2024;tarefa.auto;Não;23:49:20
;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;EXP;A2-1813E;15;;?;25/01/2024;liniker;Não;16:17:42
;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;EXP;A2-1815B;15;;?;25/01/2024;liniker;Não;16:18:24
2433100;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;QLD;;10;;?;01/03/2024;ana.amaral;Não;07:49:05
2430130;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;EX3;;7;;?;28/02/2024;luci.lara;Não;18:08:33
AVP;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;REJ;A2-DOCA-03;5;;?;22/02/2024;rafael.franc;Não;15:11:14
2430000;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;NC3;;2;;?;28/02/2024;ana.amaral;Não;14:18:51
2433100;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;ql2;;3;;?;01/03/2024;ana.amaral;Não;07:49:04
ESExESN;96662392;AR COND PAC24000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75962;AR COND PAC24000IFM15 220V IN;31;ESN;;1;;?;01/03/2024;oriane.dias;Não;14:00:21
36593;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;PRO;;3;;?;29/02/2024;Integração;Não;18:06:10
BERTOLINI-B711;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;TR00009;59;;?;02/03/2024;santos.renan;Não;19:27:43
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-DOCA-01;14;;?;04/03/2024;endrews.fons;Não;05:53:53
244884;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;TR2;;52;;?;29/02/2024;tarefa.auto;Não;01:03:21
8064;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;ESF;;392;;?;29/02/2024;tarefa.auto;Não;02:24:57
BERTOLINI - 2794;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-SOLO-04;8;;?;26/02/2024;jose.fernand;Não;07:52:32
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-1759B;5;;?;21/02/2024;liniker;Não;10:33:59
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-1760B;8;;?;21/02/2024;liniker;Não;10:35:53
2433101;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;QLD;;10;;?;01/03/2024;ana.amaral;Não;07:49:07
2430131;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EX3;;8;;?;28/02/2024;luci.lara;Não;18:08:33
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-SOLO-06;16;;?;02/03/2024;patrick.corr;Não;23:03:47
2426617;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;ESN;;6;;?;26/02/2024;jocicleide.n;Não;10:18:04
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;REJ;A2-0261A;1;;?;21/02/2024;liniker;Não;09:26:42
2430003;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;NC3;;2;;?;28/02/2024;ana.amaral;Não;14:18:52
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-1503C;8;;?;24/02/2024;patrick.corr;Não;23:01:27
SEM FOLHA;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;SEM;PISO- PIN;35;;?;02/03/2024;wesley.nasci;Não;18:28:18
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-0576C;8;;?;29/02/2024;endrews.fons;Não;06:06:24
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-0575E;6;;?;29/02/2024;endrews.fons;Não;06:07:10
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-0586A;8;;?;29/02/2024;endrews.fons;Não;06:07:38
2433101;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;QL2;;2;;?;01/03/2024;ana.amaral;Não;07:49:07
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-0371B;8;;?;01/03/2024;patrick.corr;Não;23:22:22
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-0371C;8;;?;01/03/2024;patrick.corr;Não;23:22:38
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-0371D;8;;?;01/03/2024;patrick.corr;Não;23:23:03
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-0656D;8;;?;02/03/2024;endrews.fons;Não;05:54:44
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-0662A;5;;?;02/03/2024;endrews.fons;Não;05:56:36
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-1617A;2;;?;02/03/2024;cristyano.li;Não;23:08:08
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-0631D;8;;?;04/03/2024;endrews.fons;Não;05:53:53
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-0645B;8;;?;04/03/2024;endrews.fons;Não;05:55:25
;96662393;AR COND PAC24000IFM15 220V EXT;PC;68005;AR COND SPLIT FRIO IN;75963;AR COND PAC24000IFM15 220V;31;EXP;A2-0414B;8;;?;04/03/2024;endrews.fons;Não;06:02:12
;96662395;AR COND PAC24000IQFM15 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75965;AR COND PAC24000IQFM15 220V I;31;PL3;A2-0507A;4;;?;23/01/2024;adriano.brit;Não;12:07:16
64388;96662395;AR COND PAC24000IQFM15 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75965;AR COND PAC24000IQFM15 220V I;31;DV3;;6;;?;19/02/2024;correa.ferna;Não;10:29:16
64200;96662395;AR COND PAC24000IQFM15 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75965;AR COND PAC24000IQFM15 220V I;31;QLD;;15;;?;14/02/2024;evandro.soar;Não;08:01:42
;96662395;AR COND PAC24000IQFM15 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75965;AR COND PAC24000IQFM15 220V I;31;EXP;A2-0588A;15;;?;26/02/2024;endrews.fons;Não;06:01:20
75336;96662395;AR COND PAC24000IQFM15 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75965;AR COND PAC24000IQFM15 220V I;31;EXP;A2-0583B;9;;?;29/02/2024;tarefa.auto;Não;01:51:57
BERTOLINI - 2794;96662395;AR COND PAC24000IQFM15 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75965;AR COND PAC24000IQFM15 220V I;31;EXP;A2-SOLO-03;8;;?;26/02/2024;jose.fernand;Não;07:53:55
;96662395;AR COND PAC24000IQFM15 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75965;AR COND PAC24000IQFM15 220V I;31;EXP;A2-0567A;6;;?;02/03/2024;cristyano.li;Não;22:46:38
;96662395;AR COND PAC24000IQFM15 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75965;AR COND PAC24000IQFM15 220V I;31;EXP;A2-0329A;1;;?;04/03/2024;endrews.fons;Não;06:17:31
SEM FOLHA;96662396;AR COND PAC24000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75966;AR COND PAC24000ITQFM15 220V;31;PRO;;3;;?;02/03/2024;wesley.nasci;Não;18:29:04
BERTOLINI-B711;96662396;AR COND PAC24000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75966;AR COND PAC24000ITQFM15 220V;31;EXP;TR00009;15;;?;02/03/2024;santos.renan;Não;19:28:24
64388;96662396;AR COND PAC24000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75966;AR COND PAC24000ITQFM15 220V;31;DV3;;6;;?;19/02/2024;correa.ferna;Não;10:29:16
64200;96662396;AR COND PAC24000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75966;AR COND PAC24000ITQFM15 220V;31;QLD;;15;;?;14/02/2024;evandro.soar;Não;08:01:42
;96662396;AR COND PAC24000IQFM15 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;75966;AR COND PAC24000ITQFM15 220V;31;EXP;A2-SOLO-03;1;;?;02/03/2024;patrick.corr;Não;23:05:45
36770;96662398;AR COND PAC30000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75968;AR COND PAC30000IFM15 220V IN;31;PRO;;10;;?;27/02/2024;Integração;Não;14:43:31
751;96662398;AR COND PAC30000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75968;AR COND PAC30000IFM15 220V IN;31;EST;;151;;?;01/03/2024;adriano.brit;Não;09:53:35
244929;96662398;AR COND PAC30000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75968;AR COND PAC30000IFM15 220V IN;31;TR2;;50;;?;29/02/2024;tarefa.auto;Não;02:05:30
TRANSIÇÃO;96662398;AR COND PAC30000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75968;AR COND PAC30000IFM15 220V IN;31;DAC;CALORIMETRO;1;;?;04/12/2023;santos.marce;Não;17:00:38
7994;96662398;AR COND PAC30000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75968;AR COND PAC30000IFM15 220V IN;31;ESF;;678;;?;29/02/2024;tarefa.auto;Não;01:27:35
C/LAUDO;96662398;AR COND PAC30000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75968;AR COND PAC30000IFM15 220V IN;31;DCL;A2-0287C;1;;?;11/01/2024;adriano.brit;Não;08:54:20
TRANSF;96662398;AR COND PAC30000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75968;AR COND PAC30000IFM15 220V IN;31;EXP;A2-1882C;10;;?;23/01/2024;endrews.fons;Não;01:33:24
TRANSF;96662398;AR COND PAC30000IFM15 220V INT;PC;68005;AR COND SPLIT FRIO IN;75968;AR COND PAC30000IFM15 220V IN;31;EXP;A2-1882D;10;;?;23/01/2024;endrews.fons;Não;01:33:24
